RUid,RUUserName,RUFullName,RUPassword
989,jguillouxrg,Jamey Guilloux,XMuHRyeW
990,lenricrh,Linzy Enric,x7xElDE
991,mubankri,Mariette Ubank,vY0wICa7y
992,wcheersrj,Wynnie Cheers,I051hNqj
993,etythacottrk,Erie Tythacott,Gw98zVOS
994,rcrosthwaiterl,Reagan Crosthwaite,vlAQHFuKxe
995,mhelgassrm,Marinna Helgass,Wnkv9Y
996,csumpterrn,Chicky Sumpter,cFId5jxCr7yf
997,kgreadyro,Killie Gready,0R549i
998,sbretonrp,Sutherlan Breton,NnZ5oJX
999,kmorbeyrq,Kylen Morbey,qLi9NKiyyFO7
1000,slanchesterrr,Saree Lanchester,6Tpc7Pa7W
